query_id,query,rank,source_id,native_bm25,normalized_bm25,semantic,pretrust_hybrid,trust,metadata_bonus,calculated_final,observed_final,residual,source_type,status,cited
N03,My laptop screen has a dark patch.,3,SYN-0030,2.272929808562455,0.4692117403110042,0.24410258848899377,0.3454017068088985,0.85,0.26,0.5535914507875637,0.5535914507875637,0.0,resolved_ticket,resolved,False
N03,My laptop screen has a dark patch.,4,SYN-0008,1.5421959150415223,0.3183628576963471,0.24865335666466487,0.28002263212892187,0.85,0.26,0.4980192373095836,0.4980192373095836,0.0,resolved_ticket,resolved,False
N03,My laptop screen has a dark patch.,5,SYN-0138,2.5617999071772237,0.5288445724311355,0.19123751271832728,0.34316068958909096,0.85,0.08,0.3716865861507273,0.3716865861507273,0.0,resolved_ticket,resolved,False
N04,My laptop hinge is broken.,1,SYN-0032,4.986220781130587,1.0,0.16744685583526583,0.5420957707093962,0.85,0.08,0.5407814051029868,0.5407814051029868,0.0,resolved_ticket,resolved,False
N04,My laptop hinge is broken.,2,SYN-0010,2.2297537848450655,0.4471831237965131,0.3086852331573683,0.37100928394498345,0.85,0.08,0.39535789135323596,0.39535789135323596,0.0,resolved_ticket,resolved,False
N04,My laptop hinge is broken.,3,SYN-0030,2.272929808562455,0.4558421915780243,0.2794948987451541,0.3588511805199457,0.85,0.08,0.38502350344195385,0.38502350344195385,0.0,resolved_ticket,resolved,False
N04,My laptop hinge is broken.,4,SYN-0138,2.5617999071772237,0.5137758674609582,0.2244991741156125,0.354673686121018,0.85,0.08,0.38147263320286534,0.38147263320286534,0.0,resolved_ticket,resolved,False
N04,My laptop hinge is broken.,5,SYN-0012,1.5027098030237314,0.301372496121803,0.26859855328434923,0.28334682756120344,0.85,0.08,0.32084480342702293,0.32084480342702293,0.0,resolved_ticket,resolved,False
N05,My laptop keyboard has a loose key.,1,SYN-0030,2.272929808562455,0.8872393984380043,0.14565236608945017,0.4793665306462995,0.85,0.26,0.6674615510493547,0.6674615510493547,0.0,resolved_ticket,resolved,False
N05,My laptop keyboard has a loose key.,2,SYN-0010,2.2297537848450655,0.8703856138795669,0.13613159476241216,0.46654590336513185,0.85,0.26,0.656564017860362,0.656564017860362,0.0,resolved_ticket,resolved,False
N05,My laptop keyboard has a loose key.,3,SYN-0012,1.5027098030237314,0.5865835964837416,0.20107460575235983,0.37455365158148163,0.85,0.26,0.5783706038442593,0.5783706038442593,0.0,resolved_ticket,resolved,False
N05,My laptop keyboard has a loose key.,4,SYN-0138,2.5617999071772237,1.0,0.10628364937784572,0.5084560071578151,0.85,0.08,0.5121876060841428,0.5121876060841428,0.0,resolved_ticket,resolved,False
N05,My laptop keyboard has a loose key.,5,SYN-0048,1.5627275017332973,0.6100115381201741,0.14521077735563678,0.35437111969967855,0.85,0.08,0.38121545174472676,0.38121545174472676,0.0,resolved_ticket,resolved,False
N06,The laptop battery no longer holds charge.,1,SYN-0032,4.986220781130587,1.0,0.16136972324421428,0.5387533477843178,0.85,0.08,0.5379403456166701,0.5379403456166701,0.0,resolved_ticket,resolved,False
N06,The laptop battery no longer holds charge.,2,KB-003,3.799721140602295,0.7620443031687694,0.14351433845171527,0.4218528225743896,1.0,0.08,0.5018528225743896,0.5018528225743896,0.0,Internal KB,approved,False
N06,The laptop battery no longer holds charge.,3,SYN-0138,4.547880534796988,0.9120896836352664,0.12735396890034315,0.4804850405310586,0.85,0.08,0.48841228445139984,0.48841228445139984,0.0,resolved_ticket,resolved,False
N06,The laptop battery no longer holds charge.,4,SYN-0010,2.2297537848450655,0.4471831237965131,0.18674877862316364,0.30394423395117093,0.85,0.08,0.3383525988584953,0.3383525988584953,0.0,resolved_ticket,resolved,False
N06,The laptop battery no longer holds charge.,5,SYN-0030,2.272929808562455,0.4558421915780243,0.1732213425128375,0.3004007245921716,0.85,0.08,0.33534061590334585,0.33534061590334585,0.0,resolved_ticket,resolved,False
N07,My laptop is hot after charging.,1,SYN-0010,3.939302671532119,1.0,0.2087126489437351,0.5647919569190543,0.85,0.08,0.5600731633811961,0.5600731633811961,0.0,resolved_ticket,resolved,False
N07,My laptop is hot after charging.,2,SYN-0008,3.2517448017285755,0.8254620355089063,0.21548784046189895,0.48997622823305226,0.85,0.08,0.49647979399809444,0.49647979399809444,0.0,resolved_ticket,resolved,False
N07,My laptop is hot after charging.,3,SYN-0138,2.5617999071772237,0.6503181199277737,0.19736428185216198,0.4011935089861873,0.85,0.08,0.4210144826382592,0.4210144826382592,0.0,resolved_ticket,resolved,False
N07,My laptop is hot after charging.,4,SYN-0030,2.272929808562455,0.5769878575180518,0.1615500912656651,0.3484970860792391,0.85,0.08,0.3762225231673533,0.3762225231673533,0.0,resolved_ticket,resolved,False
N07,My laptop is hot after charging.,5,SYN-0012,1.5027098030237314,0.3814659416457787,0.19794565627276206,0.2805297846906195,0.85,0.08,0.3184503169870266,0.3184503169870266,0.0,resolved_ticket,resolved,False
N08,The computer makes a rattling sound.,1,SYN-0008,3.6131395128784636,1.0,0.27096012406993614,0.5990280682384649,0.85,0.26,0.7691738580026951,0.7691738580026951,0.0,resolved_ticket,resolved,False
N08,The computer makes a rattling sound.,2,KB-006,3.16415173155648,0.8757347233004323,0.16761319516912015,0.48626788282821065,1.0,0.26,0.7462678828282107,0.7462678828282107,0.0,Internal KB,approved,False
N08,The computer makes a rattling sound.,3,SYN-0101,3.5457846471689294,0.9813583545640963,0.13731037285824532,0.5171319646258783,0.85,0.08,0.5195621699319966,0.5195621699319966,0.0,resolved_ticket,resolved,False
N08,The computer makes a rattling sound.,4,SYN-0135,0.0,0.0,0.20420097364431616,0.11231053550437389,0.85,0.26,0.3554639551787178,0.3554639551787178,0.0,resolved_ticket,resolved,False
N08,The computer makes a rattling sound.,5,SYN-0010,0.0,0.0,0.20077484471364954,0.11042616459250726,0.85,0.26,0.3538622399036312,0.3538622399036312,0.0,resolved_ticket,resolved,False
N09,My laptop battery is swollen after an update.,1,SYN-0010,6.799776510297992,1.0,0.4276976553004344,0.685233710415239,0.85,0.26,0.8424486538529531,0.8424486538529531,0.0,resolved_ticket,resolved,False
N09,My laptop battery is swollen after an update.,2,SYN-0008,6.112218640494449,0.8988852253067048,0.31227431373511266,0.5762492239423291,0.85,0.26,0.7498118403509797,0.7498118403509797,0.0,resolved_ticket,resolved,False
N09,My laptop battery is swollen after an update.,3,SYN-0005,4.570022725452927,0.6720842543180365,0.2942626192466221,0.46428235502875864,0.85,0.26,0.6546400017744449,0.6546400017744449,0.0,resolved_ticket,resolved,False
N09,My laptop battery is swollen after an update.,4,SYN-0054,3.472521953876423,0.5106817773521566,0.2516799774591797,0.36823078741101933,0.85,0.26,0.5729961692993664,0.5729961692993664,0.0,resolved_ticket,resolved,False
N09,My laptop battery is swollen after an update.,5,SYN-0006,4.308618232310575,0.633641153615173,0.17475397819648045,0.3812532071348921,0.85,0.08,0.4040652260646583,0.4040652260646583,0.0,resolved_ticket,resolved,False
N10,After an update my laptop case is bulging.,1,SYN-0010,7.42624951262358,1.0,0.45117181915595816,0.698144500535777,0.85,0.26,0.8534228254554105,0.8534228254554105,0.0,resolved_ticket,resolved,False
N10,After an update my laptop case is bulging.,2,SYN-0008,6.738691642820037,0.9074151940848754,0.38835522283378743,0.621932209896777,0.85,0.26,0.7886423784122605,0.7886423784122605,0.0,resolved_ticket,resolved,False
N10,After an update my laptop case is bulging.,3,SYN-0005,5.196495727778515,0.6997469878900787,0.3332183120315271,0.4981562161678753,0.85,0.26,0.683432783742694,0.683432783742694,0.0,resolved_ticket,resolved,False
N10,After an update my laptop case is bulging.,4,SYN-0026,3.547042654169644,0.47763580366377,0.38532704697089626,0.42686598748268945,0.85,0.26,0.622836089360286,0.622836089360286,0.0,resolved_ticket,resolved,False
N10,After an update my laptop case is bulging.,5,SYN-0054,4.115900767184982,0.5542368001759878,0.31039781802461325,0.4201253599927318,0.85,0.26,0.617106555993822,0.617106555993822,0.0,resolved_ticket,resolved,False
N11,The screen flickers when the laptop starts.,1,SYN-0008,6.386341134118746,1.0,0.49108172809589096,0.7200949504527401,0.85,0.08,0.692080707884829,0.692080707884829,0.0,resolved_ticket,resolved,True
N11,The screen flickers when the laptop starts.,2,SYN-0005,4.844145219077224,0.7585165147532742,0.2832230529582716,0.4971051107660228,0.85,0.08,0.5025393441511193,0.5025393441511193,0.0,resolved_ticket,resolved,True
N11,The screen flickers when the laptop starts.,3,SYN-0010,2.2297537848450655,0.34914417160284533,0.3719596026122931,0.3616926586580416,0.85,0.08,0.3874387598593354,0.3874387598593354,0.0,resolved_ticket,resolved,True
N11,The screen flickers when the laptop starts.,4,SYN-0138,2.5617999071772237,0.4011373419266504,0.21324764688005948,0.29779800965102543,0.85,0.08,0.33312830820337164,0.33312830820337164,0.0,resolved_ticket,resolved,False
N11,The screen flickers when the laptop starts.,5,SYN-0030,2.272929808562455,0.3559048539420213,0.22226594134538682,0.28240345201387235,0.85,0.08,0.3200429342117915,0.3200429342117915,0.0,resolved_ticket,resolved,False
N12,My computer restarts unexpectedly.,1,SYN-0008,8.457284731955689,1.0,0.5555941742548427,0.7555767958401636,0.85,0.08,0.722240276464139,0.722240276464139,0.0,resolved_ticket,resolved,False
N12,My computer restarts unexpectedly.,2,KB-006,3.16415173155648,0.37413328649096955,0.17426895148329152,0.2642079022367466,1.0,0.08,0.34420790223674663,0.34420790223674663,0.0,Internal KB,approved,False
N12,My computer restarts unexpectedly.,3,SYN-0101,3.5457846471689294,0.4192580431602651,0.1618178384166642,0.27766593055128463,0.85,0.08,0.3160160409685919,0.3160160409685919,0.0,resolved_ticket,resolved,False
N12,My computer restarts unexpectedly.,4,SYN-0054,0.0,0.0,0.3808673200571254,0.209477026031419,0.85,0.08,0.25805547212670615,0.25805547212670615,0.0,resolved_ticket,resolved,False
N12,My computer restarts unexpectedly.,5,SYN-0052,0.0,0.0,0.3613982916146964,0.19876906038808304,0.85,0.08,0.2489537013298706,0.2489537013298706,0.0,resolved_ticket,resolved,False
N13,My laptop is slow.,1,SYN-0010,7.073899003922289,1.0,0.5709951907239599,0.764047354898178,0.85,0.08,0.7294402516634513,0.7294402516634513,0.0,resolved_ticket,resolved,False
N13,My laptop is slow.,2,SYN-0138,2.5617999071772237,0.3621482163877055,0.2173969587744084,0.2825350247003921,0.85,0.08,0.3201547709953333,0.3201547709953333,0.0,resolved_ticket,resolved,False
N13,My laptop is slow.,3,SYN-0030,2.272929808562455,0.32131216565322407,0.21756579801478368,0.26425166345208184,0.85,0.08,0.30461391393426956,0.30461391393426956,0.0,resolved_ticket,resolved,False
N13,My laptop is slow.,4,SYN-0008,1.5421959150415223,0.21801214778249106,0.19508884899291498,0.20540433344822423,0.85,0.08,0.2545936834309906,0.2545936834309906,0.0,resolved_ticket,resolved,False
N13,My laptop is slow.,5,SYN-0012,1.5027098030237314,0.2124302032288726,0.15800426137704557,0.18249593521036775,0.85,0.08,0.2351215449288126,0.2351215449288126,0.0,resolved_ticket,resolved,False
N14,My printer queue is stuck.,1,SYN-0028,9.004256596269032,1.0,0.7671127829086635,0.871912030599765,0.85,0.26,1.0011252260098003,1.0011252260098003,0.0,resolved_ticket,resolved,False
N14,My printer queue is stuck.,2,KB-005,5.740605694648315,0.637543547684655,0.7177053821208172,0.6816325566245443,1.0,0.26,0.9416325566245443,0.9416325566245443,0.0,Internal KB,approved,False
N14,My printer queue is stuck.,3,SYN-0013,6.333137047342689,0.7033492415094947,0.7732947967304349,0.7418192968810119,0.85,0.26,0.8905464023488601,0.8905464023488601,0.0,resolved_ticket,resolved,False
N14,My printer queue is stuck.,4,SYN-0056,5.28163624900543,0.5865710503179028,0.4756250278003489,0.5255507379332482,0.85,0.26,0.706718127243261,0.706718127243261,0.0,resolved_ticket,resolved,False
N14,My printer queue is stuck.,5,SYN-0092,5.331939637935269,0.5921576735323814,0.4684450641505353,0.524115738372366,0.85,0.26,0.7054983776165111,0.7054983776165111,0.0,resolved_ticket,resolved,False
N15,What colour is the notebook?,1,SYN-0056,0.0,0.0,0.1503566523304252,0.08269615878173386,0.85,0.08,0.1502917349644738,0.1502917349644738,0.0,resolved_ticket,resolved,False
N15,What colour is the notebook?,2,SYN-0005,0.0,0.0,0.11904401664381109,0.0654742091540961,0.85,0.08,0.13565307778098168,0.13565307778098168,0.0,resolved_ticket,resolved,False
N15,What colour is the notebook?,3,SYN-0013,0.0,0.0,0.09720992088150644,0.05346545648482855,0.85,0.08,0.12544563801210426,0.12544563801210426,0.0,resolved_ticket,resolved,False
N15,What colour is the notebook?,4,SYN-0045,0.0,0.0,0.08995312197763926,0.0494742170877016,0.85,0.08,0.12205308452454636,0.12205308452454636,0.0,resolved_ticket,resolved,False
N15,What colour is the notebook?,5,SYN-0012,0.0,0.0,0.08400484449589352,0.04620266447274144,0.85,0.08,0.11927226480183023,0.11927226480183023,0.0,resolved_ticket,resolved,False
N16,The device makes a clicking noise.,1,KB-006,2.0158967794705167,1.0,0.20074148127736713,0.560407814702552,1.0,0.26,0.820407814702552,0.820407814702552,0.0,Internal KB,approved,False
N16,The device makes a clicking noise.,2,SYN-0070,1.6621871309147718,0.8245398017607587,0.08409259826908919,0.41729383984034046,0.85,0.08,0.4346997638642894,0.4346997638642894,0.0,resolved_ticket,resolved,False
N16,The device makes a clicking noise.,3,SYN-0028,1.1375623817076193,0.5642959467430692,0.20788437177454316,0.3682695805103799,0.85,0.08,0.3930291434338229,0.3930291434338229,0.0,resolved_ticket,resolved,False
N16,The device makes a clicking noise.,4,SYN-0001,1.230915727521138,0.6106045408954137,0.13873823012952677,0.35107806997417595,0.85,0.08,0.3784163594780496,0.3784163594780496,0.0,resolved_ticket,resolved,False
N16,The device makes a clicking noise.,5,SYN-0096,1.1375623817076193,0.5642959467430692,0.09311498662216798,0.30514641867657355,0.85,0.08,0.3393744558750875,0.3393744558750875,0.0,resolved_ticket,resolved,False
